source,name,primary_language,all_languages,classification,antipatterns,last_activity,stars_or_commits,forks,description
github:hyperpolymath,idaptik-ums,Just,"Dockerfile Just",DONE,NONE,2026-07-02T04:27:22Z,1,0,"IDApTIK Unified Modding Studio — procedural generation of characters  levels  objects  and DLC for the game"
github:hyperpolymath,EchoTypes.jl,Just,"Julia Just",DONE,NONE,2026-07-02T04:26:41Z,2,0,"Executable finite-domain companion to the Agda library echo-types — a runnable model  not a proof."
github:hyperpolymath,HardwareResilience.jl,Julia,"Julia Shell Scheme Just",DONE,NONE,2026-07-02T04:26:40Z,2,0,"Julia package: HardwareResilience"
github:hyperpolymath,ViableSystems.jl,Julia,"Julia Shell Scheme Just",DONE,NONE,2026-07-02T04:26:39Z,2,0,"Julia package: ViableSystems"
github:hyperpolymath,QuantumCircuit.jl,Julia,"Julia Shell Scheme Just",DONE,NONE,2026-07-02T04:26:38Z,2,0,"Julia package: QuantumCircuit"
github:hyperpolymath,ShellIntegration.jl,Julia,"Julia Shell Scheme Just",DONE,NONE,2026-07-02T04:26:37Z,2,0,"Julia package: ShellIntegration"
github:hyperpolymath,AcceleratorGate.jl,Julia,"Julia Shell Scheme Just",DONE,NONE,2026-07-02T04:26:37Z,2,0,"Julia package: AcceleratorGate"
github:hyperpolymath,SoftwareSovereign.jl,Julia,"JavaScript Julia Shell Scheme Just",MIGRATE,NONE,2026-07-02T04:26:36Z,2,0,"Julia package: SoftwareSovereign"
github:hyperpolymath,SiliconCore.jl,Julia,"Julia Shell Scheme Just",DONE,NONE,2026-07-02T04:26:36Z,2,0,"Julia package: SiliconCore"
github:hyperpolymath,LowLevel.jl,Julia,"Julia Assembly C D Zig Shell Scheme Just",DONE,NONE,2026-07-02T04:26:36Z,2,0,"Julia package: LowLevel"
github:hyperpolymath,JuliaPackage-Reuse-Audit.jl,Just,"Dockerfile Shell Scheme Nickel Just Zig Julia Go Template",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-02T04:26:36Z,2,0,"Julia package: JuliaPackage-Reuse-Audit"
github:hyperpolymath,FirmwareAudit.jl,Julia,"Julia Shell Scheme Just",DONE,NONE,2026-07-02T04:26:36Z,2,0,"Julia package: FirmwareAudit"
github:hyperpolymath,the-metadatastician,Shell,"Just Shell",DONE,NONE,2026-07-02T04:16:52Z,2,0,"Enterprise metadata governance and traceability service for CC-Studio (Creative Communities)."
github:hyperpolymath,live-files,Shell,"Just Shell Scheme Nickel",DONE,NONE,2026-07-02T04:14:53Z,2,0,"Automation scripts and live file management utilities"
github:hyperpolymath,launch-scaffolder,Rust,"Rust Just Scheme",CLEAN,UNVERIFIED_RUST,2026-07-02T04:14:44Z,2,0,"Cross-platform launcher minter/provisioner/configurator. Generates compliant desktop launcher scripts from A2ML specs."
github:hyperpolymath,not-so-serious-software,Just,"Just",DONE,NONE,2026-07-02T04:14:02Z,2,0,"Collection of satirical  parody  and comedic software — security theater  absurdist tooling  and deliberately bad implementations engineered to a suspiciously high standard."
github:hyperpolymath,dotfiles,Shell,"Shell TypeScript Tree-sitter Query Scheme HTML",MIGRATE,NONE,2026-07-02T04:12:56Z,1,0,"Home directory dotfiles  shell configs  systemd units  .bin scripts"
github:hyperpolymath,cyo,Shell,"Shell Scheme",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-02T04:12:44Z,2,0,"Choose your own ... an annoyance-driven alternative to defaulting to venv  spark  minikanren  typed scripting languages  and other easy integrations"
github:hyperpolymath,achievements-lab,None,"",DONE,NONE,2026-07-02T04:11:27Z,1,0,"Workflow lab for earning GitHub achievements"
github:hyperpolymath,awesome-fsharp,F#,"F#",KILL,NONE,2026-07-02T03:38:05Z,1,0,"A curated list of awesome F# frameworks  libraries and software"
github:hyperpolymath,scm2a2ml,Shell,"Shell Rust",CLEAN,UNVERIFIED_RUST,2026-07-01T22:37:59Z,1,0,"Scheme (.scm) -> a2ml transpiler (Rust)"
github:hyperpolymath,arghda-core,Rust,"Rust Just Shell",CLEAN,UNVERIFIED_RUST,2026-07-01T21:05:41Z,2,0,"Lightweight proof-workspace manager for Agda — triage workspace + lints + watcher (orphan-module detection)."
github:hyperpolymath,multiterm,Rust,"Rust",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-01T09:39:42Z,1,0,""
github:hyperpolymath,EchoBox,Elixir,"Just Nickel Julia Scheme Elixir HTML",DONE,NONE,2026-07-01T09:20:42Z,1,0,""
github:hyperpolymath,cut-calculus,Agda,"Agda",DONE,NONE,2026-07-01T09:20:35Z,1,0,""
github:hyperpolymath,ai-cli-lab,Just,"Just Shell",DONE,NONE,2026-07-01T09:20:29Z,1,0,""
github:hyperpolymath,awesome-zig,Just,"Just",FORK,NONE,2026-06-29T23:10:21Z,2,0,"📜Zig Learning Guide & Project Lists"
github:hyperpolymath,awesome-gleam,Just,"Gleam Just",FORK,NONE,2026-06-29T22:41:41Z,2,0,"💯 A collection of Gleam libraries  projects  and resources"
github:hyperpolymath,bag-of-actions,Zig,"Zig WebAssembly Elixir Idris Scheme Just Shell",DONE,NONE,2026-06-29T13:21:57Z,1,0,"Capability-aware  resumable  distributed continuation runtime based on Elixir  Ephapax  and Zig."
github:hyperpolymath,road-skate,Just,"Dockerfile Shell Just Nickel HTML ActionScript JavaScript Scheme Idris Zig",MIGRATE,DIRECT_FFI_NO_HEXADECA VITE_DEBATE,2026-06-29T12:41:04Z,2,0,"Retro driving game written in AffineScript. Test Drive III: The Passion-inspired — perspective road rendering + centripetal-force steering. Prototype."
github:hyperpolymath,veridical-simulation-core,Rust,"Nickel Rust Idris Just",CLEAN,UNVERIFIED_RUST,2026-06-27T15:48:34Z,1,0,"Shared core for the veridical-simulation framework: lexical Agda parser  octad importer/prober  cross-repo bridge probe. Phase 2 (echo-types) + Phase 3 (absolute-zero) reproducers."
github:hyperpolymath,hpm-crypto-rsr,Just,"Zig Idris Just",DONE,NONE,2026-06-27T15:44:29Z,2,0,"HMAC-SHA256 + RS256 + base64url crypto primitives (Idris2 ABI + Zig FFI) — Hyperpolymath RSR Standard. Sister of stapeln (Ed25519+SHA-256); webhook & JWT primitives."
github:hyperpolymath,technical-notes,Typst,"Typst",DONE,NONE,2026-06-27T11:39:17Z,2,0,"Citable short technical notes & observations (Zenodo-archived). AI accountability  agent behavior  software engineering."
github:hyperpolymath,rescript-ecosystem,Nickel,"Just Shell Nickel Haskell ReScript JavaScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-06-27T11:33:11Z,2,0,"Donation-staging wrapper bundling six ReScript-related libraries (rescript-tea  rescript-evangeliser  rescript-string-power  rescript-vite  bridge-web-rescript  rescript-wasm-runtime) for upstream stewardship."
github:hyperpolymath,MacroPower.jl,Julia,"Julia Shell Scheme Just",DONE,NONE,2026-06-27T11:20:50Z,2,0,"Julia package: MacroPower"
github:hyperpolymath,julia-ecosystem,Julia,"Scheme Julia Nickel Zig Idris Python Shell C Dockerfile Just Go Template Jupyter Notebook Assembly D JavaScript",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-06-27T11:15:44Z,2,0,"Julia package ecosystem: 34 packages spanning formal verification  cryptography  risk analysis  knot theory  cliodynamics  hardware introspection  and more"
github:hyperpolymath,flat-mate,JavaScript,"TypeScript JavaScript HTML CSS Shell Scheme Just",MIGRATE,DENO_NOT_BUN VITE_DEBATE,2026-06-27T11:08:33Z,2,0,"London-first flatmate matching and room listings for students — verisimdb-backed search and compatibility scoring."
github:hyperpolymath,wsl-compute-governor-dispatcher,Shell,"Scheme Just Shell Python",MIGRATE,NONE,2026-06-25T20:39:59Z,1,0,"WSL2 phased pilot: cgroup CPU/RAM partitioning (builds.slice+bgc) + watchdog + honest GPU offload for crash-resistant multi-agent dev. MPL-2.0/CC-BY-SA-4.0."
github:hyperpolymath,hpm-http-client-rsr,Just,"Zig Idris Just",DONE,NONE,2026-06-25T19:52:51Z,2,0,"HTTP/1.1 + HTTPS client primitives in the Hyperpolymath RSR Standard (Idris2 ABI + Zig FFI). Sibling of hpm-crypto-rsr."
github:hyperpolymath,hpm-github-api-rsr,Just,"Zig Idris Just",DONE,NONE,2026-06-25T19:52:50Z,2,0,"Composite GitHub App API client for the Hyperpolymath RSR Standard (Idris2 ABI + Zig FFI; composes crypto/http/json)"
github:hyperpolymath,hpm-json-rsr,Just,"Zig Idris Just",DONE,NONE,2026-06-25T19:52:49Z,2,0,"JSON parsing + escaping primitives in the Hyperpolymath RSR Standard (Idris2 ABI + Zig FFI). Sibling of hpm-crypto-rsr / hpm-http-client-rsr."
github:hyperpolymath,lithoglyphdb,None,"",DONE,NONE,2026-06-25T19:52:35Z,1,0,"LithoglyphDB — knot/glyph-structured database (reserved; source in nextgen-databases/lithoglyph  migration pending)"
github:hyperpolymath,me-dialect,JavaScript,"Shell Scheme Just Rust Nickel JavaScript",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-06-25T19:52:34Z,2,0,"Me-Dialect — personal expression programming language"
github:hyperpolymath,hotchocolabot,Rust,"Dockerfile Just Rust",CLEAN,UNVERIFIED_RUST,2026-06-25T19:28:47Z,1,0,""
github:hyperpolymath,gsbot,Rust,"Dockerfile Just PowerShell Shell Rust HTML",MIGRATE,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-06-25T19:26:58Z,1,0,""
github:hyperpolymath,ddraig-ssg,Idris,"Idris",DONE,NONE,2026-06-25T19:15:56Z,1,0,"Ddraig — a dependently-typed  WCAG 2.2 AAA-capable static-site generator in Idris 2"
github:hyperpolymath,a2ml-estate-normalizer,Just,"Just Rust",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-06-25T18:48:41Z,1,0,"Estate-wide .a2ml normalizer/generator (Rust)"
github:hyperpolymath,explore,Ruby,"Ruby Liquid",FORK,NONE,2026-06-21T00:25:51Z,2,0,"Community-curated topic and collection pages on GitHub"
github:hyperpolymath,polystack,JavaScript,"Scheme Just Nickel Nix Zig ReScript Shell Elixir TypeScript Dockerfile JavaScript Idris V Rust Ada Haskell HTML CSS Python Prolog OCaml Dune Forth R WebAssembly Tree-sitter Query",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-05-26T13:46:50Z,1,0,"ARCHIVED — superseded by boj-server. SSG + tool stack."
github:metadatastician,IDApTIK,Rust,"Nickel Rust Just Shell Elixir",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-16T20:45:11Z,1,0,"If you have to ask  you're already compromised. Asymmetric infiltration: one infiltrator  one hacker  zero shared control. Now in Rust."
github:metadatastician,idaptik-ums,Just,"Just Dockerfile Python",MIGRATE,NONE,2026-07-15T18:51:37Z,1,0,"IDApTIK Unified Modding Studio — procedural generation of characters  levels  objects  and DLC for the game"
github:metadatastician,burble,Elixir,"Dockerfile Shell Scheme Nickel Just Elixir Idris Zig HTML ReScript JavaScript CSS C CUE Rust PowerShell",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-15T16:07:29Z,2,0,"Voice first. Friction last. Complexity optional. — Modern self-hostable voice-first communications platform."
github:metadatastician,gossamer,Zig,"Dockerfile Shell Scheme Just Idris Zig HTML CSS Java Rust Awk Makefile PowerShell Nickel CUE WebAssembly",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-12T04:50:43Z,3,0,"Transmutable resource-safe desktop shell. Tauri/Electron-like FUI alternative with optional Burble and/or PanLL integration."
github:metadatastician,metadatastician-governance,None,"",DONE,NONE,2026-07-11T14:39:02Z,0,0,"Adoption  authority  assurance  and contribution governance for The Metadatastician estate"
github:metadatastician,spline,Shell,"Shell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-11T11:51:23Z,1,0,""
github:metadatastician,groove,Rust,"Rust JavaScript HTML Idris Zig Shell",MIGRATE,UNVERIFIED_RUST,2026-07-11T11:44:16Z,2,0,"Runtime capability discovery + type-safe service composition protocol. Bare-by-default  zero-config  structural-fit. Extracted from hyperpolymath/standards 2026-05-28."
github:metadatastician,cleave,Rust,"Shell Idris Rust",CLEAN,UNVERIFIED_RUST,2026-07-11T06:30:55Z,1,0,""
github:metadatastician,paint-type,Rust,"Dockerfile Shell Scheme Just Nickel PowerShell Zig Idris Rust HTML JavaScript CSS Agda Rocq Prover Lean TLA",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-07-10T16:45:32Z,1,0,"The open  cross-platform image editor Paint.NET users are actually asking for!"
local:hyper-repos,0patch-lsa-sentinel,Shell,"Shell Zig C Rust Idris",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-07 16:10:57 +0100,6,0,"<!-- SPDX-FileCopyrightText: 2026 Jonathan Jewell SPDX-License-Identifier: CC-BY-SA-4.0 -->  "
local:hyper-repos,absolute-zero,Rust,"Rust Idris Shell Zig V Elixir C C# Erlang Perl Scala Haskell C++ PHP JavaScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-11 00:03:11 +0100,237,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,academic-workflow-suite,Rust,"Rust Shell JavaScript Zig ReScript Elixir PHP Ruby",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-08 23:54:37 +0100,402,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> ```      _     "
local:hyper-repos,accessibility-everywhere,Shell,"Shell JavaScript Zig ReScript PHP",MIGRATE,DENO_NOT_BUN NODE_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-10 09:37:35 +0100,202,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Accessibility"
local:hyper-repos,achievements-lab,Unknown,"Unknown",DONE,NONE,2026-06-27 12:58:04 +0100,21,0,"[![Sponsor](https://img.shields.io/badge/Sponsor-%E2%9D%A4-pink?logo=github)](https://github.com/sponsors/hyperpolymath)"
local:hyper-repos,action-trust-layers,Rust,"Rust",CLEAN,UNVERIFIED_RUST,2026-07-09 07:03:53 +0100,30,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,aerie,JavaScript,"JavaScript Shell Idris Rust Zig Julia",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:31:44 +0100,169,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,aggregate-library,TypeScript,"TypeScript ReScript Shell Zig Elixir Julia",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-08 23:41:46 +0100,31,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,ai-cli-lab,Shell,"Shell",DONE,NONE,2026-05-16 17:52:51 +0100,1,0,"# ai-cli-lab  A **disposable** test harness for AI coding CLIs.  Install  run  inspect  and uninstall AI coding tools (a"
local:hyper-repos,ambientops,Idris,"Idris Zig Haskell Shell Elixir JavaScript Julia Nix ReScript Rust",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-07-09 09:54:36 +0100,431,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) 2026 Jonathan D.A. Jewell (hyperpolymath) = AmbientOps  image:"
local:hyper-repos,anamnesis,Julia,"Julia Shell Zig Elixir ReScript",MIGRATE,NIF_WITHOUT_SNIF DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:54:42 +0100,193,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Anamnesis  im"
local:hyper-repos,anytype,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-10 09:37:40 +0100,19,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2024-2026 Jonathan D.A. Jewell (hyperpolymath) <j.d."
local:hyper-repos,asdf-tool-plugins,Shell,"Shell Idris Zig Haskell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:54:52 +0100,183,0,"= asdf Tool Plugins // SPDX-License-Identifier: CC-BY-SA-4.0 :author: Jonathan D.A. Jewell <6759885+hyperpolymath@users."
local:hyper-repos,aspasia,Objective-C,"Objective-C Perl Zig Shell",MIGRATE,DIRECT_FFI_NO_HEXADECA,2026-07-09 07:03:57 +0100,82,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,bag-of-actions,Zig,"Zig Shell Idris Elixir",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-06-29 14:21:55 +0100,34,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Bag-of-Action"
local:hyper-repos,bebop-ffi,Idris,"Idris Zig Shell C",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-07 00:20:04 +0100,58,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,betlang,Shell,"Shell Rust Erlang Lua Idris JavaScript C Julia Zig TypeScript",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-13 08:19:03 +0100,126,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 --> <!-- Owner: Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> --> <!-- SPDX-"
local:hyper-repos,bgp-backbone-lab,Shell,"Shell Zig Haskell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:53:57 +0100,118,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,bitfuckit,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:31:56 +0100,10,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,blocky-writer,ReScript,"ReScript Shell Rust",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN,2026-07-09 09:32:06 +0100,94,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,blog-drafts,Shell,"Shell",DONE,NONE,2026-07-09 09:53:51 +0100,53,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) 2026 Jonathan D.A. Jewell (hyperpolymath)  = blog-drafts :auth"
local:hyper-repos,blue-screen-of-app,ReScript,"ReScript JavaScript Shell Zig",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:32:01 +0100,73,0,"= Blue Screen of App  image:https://img.shields.io/badge/License-MPL--2.0-blue.svg[License: PMPL-1.0 link="https://githu"
local:hyper-repos,bofig,Idris,"Idris JavaScript Elixir Zig Shell",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:53:46 +0100,255,0,"[![Sponsor](https://img.shields.io/badge/Sponsor-%E2%9D%A4-pink?logo=github)](https://github.com/sponsors/hyperpolymath)"
local:hyper-repos,bofj-kitt,Shell,"Shell Rust TypeScript JavaScript Zig Julia ReScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:53:39 +0100,45,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,boinc-boinc,Elixir,"Elixir Shell Zig JavaScript Rust",MIGRATE,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09 09:53:34 +0100,189,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,boj-server,Elixir,"Elixir JavaScript TypeScript Idris Shell Zig Ruby C",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-12 13:26:31 +0100,676,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 --> <!-- GENERATED from README.adoc by standards/.github/workflows/readme-der"
local:hyper-repos,boj-server-cartridges,Shell,"Shell TypeScript Rust Idris JavaScript Zig Elixir",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-13 14:03:22 +0100,71,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell (hyperpolymath) = boj-serv"
local:hyper-repos,branch-newspaper,Shell,"Shell Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-06-27 16:42:43 +0100,172,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,bunsenite,Shell,"Shell Rust TypeScript ReScript Zig Ruby Nix",MIGRATE,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA NIX_PRESENT,2026-07-10 18:49:48 +0100,286,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = Bunsenite ima"
local:hyper-repos,burble-archive,Shell,"Shell Idris Zig C Elixir Rust JavaScript ReScript",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 23:40:50 +0000,320,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = Burble image:https://img.shields.io/badge/OpenSSF-Best_Practices-green?logo=o"
local:hyper-repos,cafescripto,Shell,"Shell Zig Idris V",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:31:00 +0100,31,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCop"
local:hyper-repos,candy-crash,Zig,"Zig Idris Shell",CLEAN,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-09 09:55:26 +0100,93,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,cargo-zigbuild,Rust,"Rust C C++ Shell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-12 20:34:37 +0100,709,0,"# cargo-zigbuild  <p align="center">   <img src="docs/assets/logo.svg" alt="cargo-zigbuild banner" width="100%"> </p> "
local:hyper-repos,cargo-zigbuild.wiki,Unknown,"Unknown",DONE,NONE,2026-07-12 19:49:18 +0100,3,0,""
local:hyper-repos,casket-ssg,Shell,"Shell Haskell Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-13 12:13:11 +0100,76,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,cccp,Zig,"Zig Shell",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-10 16:30:22 +0100,138,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> image:https://i"
local:hyper-repos,cerrotorre,Shell,"Shell Zig Idris Julia Rust Elixir",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-03 23:58:23 +0100,61,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 = Cerro Torre  image:https://img.shields.io/badge/License-MPL--2.0-indigo.svg[P"
local:hyper-repos,checky-monkey,Shell,"Shell Idris Zig",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-09 09:53:02 +0100,167,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,chimichanga,Elixir,"Elixir Zig Shell Rust",CLEAN,UNVERIFIED_RUST DIRECT_FFI_NO_HEXADECA,2026-07-09 09:52:56 +0100,196,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac"
local:hyper-repos,choreographic-types,Unknown,"Unknown",DONE,NONE,2026-07-07 22:56:02 +0100,6,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // SPDX-FileCopyrightText: 2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> "
local:hyper-repos,chronicles-of-slavia,Shell,"Shell Zig Idris V Rust",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-07-16 19:14:09 +0100,63,0,"= Chronicles of Slavia Prototype :toc: :toclevels: 2 :sectanchors: :sectlinks: "
local:hyper-repos,cicd-squabbler,Shell,"Shell Zig Idris V Rust",CLEAN,NIF_WITHOUT_SNIF DIRECT_FFI_NO_HEXADECA,2026-07-15 09:31:57 +0100,29,0,"// SPDX-License-Identifier: CC-BY-SA-4.0 // Copyright (c) 2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> = cicd-squ"
local:hyper-repos,civic-connect,Zig,"Zig Idris JavaScript ReScript Shell Rust TypeScript PHP Elixir",MIGRATE,UNVERIFIED_RUST DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-06 23:44:53 +0100,218,0,"= Civic-Connect Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> :toc: macro :icons: font :source-highlighter: rouge "
local:hyper-repos,claude-integrations,ReScript,"ReScript Haskell Shell JavaScript Elixir",MIGRATE,DENO_NOT_BUN DIRECT_FFI_NO_HEXADECA,2026-07-12 21:26:50 +0100,67,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,claude-memory,Unknown,"Unknown",CLEAN,DIRECT_FFI_NO_HEXADECA,2026-06-27 12:01:31 +0100,30,0,"<!-- SPDX-License-Identifier: CC-BY-SA-4.0 SPDX-FileCopyrightText: 2025-2026 Jonathan D.A. Jewell <j.d.a.jewell@open.ac."
local:hyper-repos,cleave-archive,Rust,"Rust Shell Idris",CLEAN,UNVERIFIED_RUST,2026-07-10 00:24:38 +0100,16,0,"// SPDX-License-Identifier: MPL-2.0 // Copyright (c) Jonathan D.A. Jewell <j.d.a.jewell@open.ac.uk> // SPDX-FileCopyrigh"
